URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
bctech2021,https://insights.blackcoffer.com/automated-campaign-management-system-a-comprehensive-solution-with-linkedin-and-email-integration/,0.09367375049193229,0.0,0.09367375049193229,0.36275088547815826,21.0,34.92063492063492,22.368253968253967,21.0,88,252,2.1785714285714284,2,7.492063492063492
bctech2022,https://insights.blackcoffer.com/ai-driven-data-analysis-ai-tool-using-langchain-for-a-leading-real-estate-and-financing-firm-worldwide/,0.08784361471861471,0.0,0.08784361471861471,0.39142316017316026,11.564516129032258,27.475592747559276,15.616043550636613,11.564516129032258,197,717,2.0641562064156207,2,7.248256624825663
bctech2023,https://insights.blackcoffer.com/grafana-dashboard-to-visualize-and-analyze-sensors-data/,0.13246753246753246,0.0,0.13246753246753246,0.48176252319109464,19.137931034482758,26.126126126126124,18.105622864243553,19.137931034482758,145,555,1.981981981981982,6,6.738738738738738
bctech2024,https://insights.blackcoffer.com/mvp-for-a-software-that-analyses-content-from-audio-pharma-based/,0.14530062530062532,0.0,0.14530062530062532,0.45862554112554105,17.0,29.15601023017903,18.462404092071615,17.0,114,391,2.0051150895140664,3,6.923273657289003
bctech2025,https://insights.blackcoffer.com/data-engineering-and-management-tool-airbyte-with-custom-data-connectors-to-manage-crm-database/,0.10653170359052712,0.0,0.10653170359052712,0.46956646294881593,18.675,26.506024096385545,18.072409638554216,18.675,198,747,1.9103078982597055,20,6.250334672021419
bctech2026,https://insights.blackcoffer.com/text-summarizing-tool-to-scrape-and-summarize-pubmed-medical-papers/,0.19630924630924634,0.0,0.19630924630924634,0.5031059218559217,18.228571428571428,28.056426332288403,18.513999104343934,18.228571428571428,179,638,1.9921630094043887,9,6.8119122257053295
bctech2027,https://insights.blackcoffer.com/7up7down-10updown-snakes-and-ladder-games-built-using-oops/,0.10502422180993609,0.0,0.10502422180993609,0.407517006802721,20.06451612903226,27.331189710610932,18.958282335857277,20.06451612903226,170,622,1.9533762057877813,5,6.430868167202572
bctech2028,https://insights.blackcoffer.com/data-studio-dashboard-with-a-data-pipeline-tool-synced-with-podio-using-custom-webhooks-and-google-cloud-function/,0.1294160549595332,0.0,0.1294160549595332,0.5019228959446351,17.17391304347826,23.67088607594937,16.337919647771056,17.17391304347826,187,790,1.941772151898734,2,6.522784810126582
bctech2029,https://insights.blackcoffer.com/end-to-end-tool-to-optimize-routing-and-planning-of-field-engineers-using-googles-cvrp-tw-algorithm/,0.19782294999686306,0.0,0.19782294999686306,0.5346092916745091,18.763157894736842,26.64796633941094,18.16444969365911,18.763157894736842,190,713,1.9621318373071528,17,6.4908835904628335
bctech2030,https://insights.blackcoffer.com/end-to-end-tool-to-predict-biofuel-prices-using-ieso-data/,0.16705733291099145,0.0,0.16705733291099145,0.4512775842044135,16.818181818181817,23.91891891891892,16.294840294840295,16.818181818181817,177,740,1.9567567567567568,6,6.491891891891892
bctech2031,https://insights.blackcoffer.com/etl-discovery-tool-using-llma-langchain-openai/,0.10929400057307033,0.0,0.10929400057307033,0.3975224388015086,13.389830508474576,26.582278481012654,15.988843595794894,13.389830508474576,210,790,1.9949367088607595,11,6.831645569620253
bctech2032,https://insights.blackcoffer.com/gpt-ocr-api/,0.10217223252937536,0.0,0.10217223252937536,0.38501855287569564,15.96,27.06766917293233,17.211067669172934,15.96,108,399,1.9147869674185463,5,6.528822055137844
bctech2033,https://insights.blackcoffer.com/dockerize-the-aws-lambda-for-serverless-architecture/,0.09973484848484848,0.0,0.09973484848484848,0.4768344155844155,15.142857142857142,31.132075471698112,18.509973045822104,15.142857142857142,165,530,2.2132075471698114,3,7.3584905660377355
bctech2034,https://insights.blackcoffer.com/design-and-develop-a-product-recommendation-engine-based-on-the-features-of-products/,0.1869047619047619,0.0,0.1869047619047619,0.5246857980728948,20.041666666666668,30.14553014553015,20.07487872487873,20.041666666666668,145,481,2.087318087318087,2,6.885654885654886
bctech2035,https://insights.blackcoffer.com/database-discovery-tool-using-openai/,0.2050158175158175,0.0,0.2050158175158175,0.5066766566766566,20.137931034482758,28.93835616438356,19.630514879546528,20.137931034482758,169,584,1.9897260273972603,7,6.438356164383562
bctech2036,https://insights.blackcoffer.com/automate-the-data-management-process/,0.09882276927053044,0.0,0.09882276927053044,0.3884224979001099,17.47826086956522,25.12437810945274,17.041055591607183,17.47826086956522,202,804,1.894278606965174,3,6.063432835820896
bctech2037,https://insights.blackcoffer.com/realtime-kibana-dashboard-for-a-financial-tech-firm/,0.0,0.0035270911883815074,-0.0035270911883815074,0.42023390587906717,31.15625,19.45837512537613,20.24585005015045,31.15625,194,997,1.745235707121364,12,5.5406218655967905
bctech2038,https://insights.blackcoffer.com/data-management-etl-and-data-automation/,0.10522486772486772,0.0,0.10522486772486772,0.35337301587301584,14.454545454545455,23.060796645702304,15.006136840099103,14.454545454545455,110,477,1.8616352201257862,9,6.389937106918239
bctech2039,https://insights.blackcoffer.com/data-management-egeas/,0.10924036281179138,0.0,0.10924036281179138,0.27935635792778646,16.666666666666668,22.5,15.66666666666667,16.666666666666668,90,400,1.8825,7,6.3225
bctech2040,https://insights.blackcoffer.com/design-and-develop-powershell-script/,0.08626984126984126,0.0,0.08626984126984126,0.30238095238095236,41.875,29.55223880597015,28.57089552238806,41.875,99,335,2.017910447761194,7,7.002985074626865
bctech2041,https://insights.blackcoffer.com/design-and-develop-jenkins-shared-library/,0.1794047619047619,0.0,0.1794047619047619,0.3535714285714286,29.25,30.34188034188034,23.83675213675214,29.25,71,234,2.106837606837607,3,7.273504273504273
bctech2042,https://insights.blackcoffer.com/design-and-develop-retool-app-for-wholecell-io-and-asana-data-using-their-apis/,0.12518315018315018,0.0,0.12518315018315018,0.36172161172161166,24.46153846153846,26.41509433962264,20.350653120464443,24.46153846153846,84,318,1.9842767295597483,5,6.723270440251572
bctech2043,https://insights.blackcoffer.com/design-and-develop-a-retool-app-that-will-show-stock-and-crypto-related-information-using-iex-api/,0.15541125541125542,0.0,0.15541125541125542,0.3573051948051948,26.928571428571427,25.46419098143236,20.957104964001516,26.928571428571427,96,377,1.9230769230769231,3,6.519893899204244
bctech2044,https://insights.blackcoffer.com/crm-monday-com-make-com-to-data-warehouse-to-klipfolio-dashboard/,0.11805040197897342,0.0,0.11805040197897342,0.2904259431045145,6.146341463414634,28.76984126984127,13.966473093302362,6.146341463414634,145,504,2.2936507936507935,8,8.384920634920634
bctech2045,https://insights.blackcoffer.com/ner-task-using-bert-with-data-in-xml-format/,0.16185064935064933,0.0,0.16185064935064933,0.4186688311688311,20.95,26.49164677804296,18.976658711217183,20.95,111,419,1.9952267303102624,5,6.7756563245823385
bctech2046,https://insights.blackcoffer.com/qualtrics-api-integration-using-python/,0.13800366300366299,0.0,0.13800366300366299,0.295054945054945,19.0,29.605263157894733,19.442105263157895,19.0,90,304,2.1282894736842106,5,7.315789473684211
bctech2047,https://insights.blackcoffer.com/design-and-develop-mlops-framework-for-data-centric-ai/,0.14032738095238095,0.0,0.14032738095238095,0.41428571428571426,34.54545454545455,28.947368421052634,25.39712918660287,34.54545454545455,110,380,2.0052631578947366,3,6.813157894736842
bctech2048,https://insights.blackcoffer.com/nlp-based-approach-for-data-transformation/,0.16386054421768706,0.0,0.16386054421768706,0.4369897959183673,31.25,24.53333333333333,22.313333333333333,31.25,92,375,1.896,4,6.373333333333333
bctech2049,https://insights.blackcoffer.com/an-etl-tool-to-pull-data-from-shiphero-to-google-bigquery-data-warehouse/,0.09126984126984128,0.0,0.09126984126984128,0.4130291005291006,26.227272727272727,21.837088388214905,19.22574444619505,26.227272727272727,126,577,1.833622183708839,11,5.963604852686308
bctech2050,https://insights.blackcoffer.com/plaid-financial-analytics-a-data-driven-dashboard-to-generate-insights/,0.15541225749559084,0.0,0.15541225749559084,0.32319223985890644,25.0,23.77777777777778,19.511111111111113,25.0,107,450,1.9088888888888889,4,6.291111111111111
bctech2051,https://insights.blackcoffer.com/recommendation-engine-for-insurance-sector-to-expand-business-in-the-rural-area/,0.1335910121624407,0.0,0.1335910121624407,0.3961451247165532,32.06666666666667,27.442827442827443,23.803797643797648,32.06666666666667,132,481,1.9937629937629937,4,6.575883575883576
bctech2052,https://insights.blackcoffer.com/data-from-crm-via-zapier-to-google-sheets-dynamic-to-powerbi/,0.18384353741496598,0.0,0.18384353741496598,0.3747165532879818,23.235294117647058,23.037974683544306,18.509307520476547,23.235294117647058,91,395,1.8962025316455695,6,6.341772151898734
bctech2053,https://insights.blackcoffer.com/data-warehouse-to-google-data-studio-looker-dashboard/,0.12114512471655328,0.0,0.12114512471655328,0.37947845804988656,14.379310344827585,26.85851318944844,16.495129413710412,14.379310344827585,112,417,2.091127098321343,11,7.376498800959233
bctech2054,https://insights.blackcoffer.com/crm-monday-com-via-zapier-to-power-bi-dashboard/,0.1245962370962371,0.0,0.1245962370962371,0.41393190143190145,17.322580645161292,18.24953445065177,14.228846038325225,17.322580645161292,98,537,1.733705772811918,18,5.715083798882682
bctech2055,https://insights.blackcoffer.com/monday-com-to-kpi-dashboard-to-manage-view-and-generate-insights-from-the-crm-data/,0.20410934744268075,0.0,0.20410934744268075,0.5526014109347444,12.382978723404255,20.274914089347078,13.063157125100535,12.382978723404255,118,582,1.7371134020618557,8,5.77319587628866
bctech2056,https://insights.blackcoffer.com/data-management-for-a-political-saas-application/,0.11286100803957946,0.0,0.11286100803957946,0.3126212477998192,17.0,26.47058823529412,17.388235294117646,17.0,135,510,1.9411764705882353,6,6.435294117647059
bctech2057,https://insights.blackcoffer.com/google-lsa-ads-google-local-service-ads-etl-tools-and-dashboards/,0.12347196454339311,0.0,0.12347196454339311,0.3590599876314161,26.666666666666668,25.0,20.66666666666667,26.666666666666668,100,400,1.9575,3,6.6025
bctech2058,https://insights.blackcoffer.com/ad-networks-marketing-campaign-data-dashboard-in-looker-google-data-studio/,0.14337797619047618,0.0,0.14337797619047618,0.30691964285714285,27.6,28.26086956521739,22.34434782608696,27.6,78,276,2.0760869565217392,3,7.2898550724637685
bctech2059,https://insights.blackcoffer.com/analytical-solution-for-a-tech-firm/,0.17450396825396827,0.0,0.17450396825396827,0.36964285714285716,17.666666666666668,29.056603773584904,18.689308176100628,17.666666666666668,77,265,2.116981132075472,4,7.490566037735849
bctech2060,https://insights.blackcoffer.com/ai-solution-for-a-technology-information-and-internet-firm/,0.1328373015873016,0.0,0.1328373015873016,0.3363095238095238,21.23076923076923,30.07246376811594,20.52129319955407,21.23076923076923,83,276,2.0579710144927534,3,7.068840579710145
bctech2061,https://insights.blackcoffer.com/ai-and-nlp-based-solutions-to-automate-data-discovery-for-venture-capital-and-private-equity-principals/,0.15453869047619045,0.0,0.15453869047619045,0.3455357142857142,24.0,31.38888888888889,22.155555555555555,24.0,113,360,2.0416666666666665,3,7.038888888888889
bctech2062,https://insights.blackcoffer.com/an-etl-solution-for-an-internet-publishing-firm/,0.17903703703703702,0.0,0.17903703703703702,0.4603650793650794,23.3,20.386266094420602,17.47450643776824,23.3,95,466,1.8004291845493563,12,6.092274678111588
bctech2063,https://insights.blackcoffer.com/ai-based-algorithmic-trading-bot-for-forex/,0.16386054421768706,0.0,0.16386054421768706,0.38112244897959174,22.833333333333332,29.1970802919708,20.812165450121654,22.833333333333332,80,274,2.072992700729927,3,7.237226277372263
bctech2064,https://insights.blackcoffer.com/equity-waterfalls-model-based-saas-application-for-real-estate-sector/,0.15808531746031748,0.0,0.15808531746031748,0.4191964285714285,18.962962962962962,23.4375,16.960185185185185,18.962962962962962,120,512,1.845703125,10,6.255859375
bctech2065,https://insights.blackcoffer.com/ai-solutions-for-foreign-exchange-an-automated-algo-trading-tool/,0.08487394957983194,0.0,0.08487394957983194,0.2424719887955182,27.25,23.669724770642205,20.367889908256885,27.25,129,545,1.8568807339449542,6,6.205504587155963
bctech2066,https://insights.blackcoffer.com/ai-agent-development-and-deployment-in-jina-ai/,0.21752570346320346,0.0,0.21752570346320346,0.4181412337662337,27.53846153846154,29.329608938547487,22.74722819080361,27.53846153846154,105,358,2.0083798882681565,4,6.768156424581005
bctech2067,https://insights.blackcoffer.com/golden-record-a-knowledge-graph-database-approach-to-unfold-discovery-using-neo4j/,0.20909090909090908,0.0,0.20909090909090908,0.4423520923520924,25.523809523809526,22.201492537313435,19.090120824449183,25.523809523809526,119,536,1.8544776119402986,14,6.0559701492537314
bctech2068,https://insights.blackcoffer.com/advanced-ai-for-trading-automation/,0.1582940752058399,0.0,0.1582940752058399,0.32841333503098213,19.214285714285715,25.650557620817843,17.945937334041425,19.214285714285715,138,538,1.920074349442379,7,6.314126394052044
bctech2069,https://insights.blackcoffer.com/create-a-knowledge-graph-to-provide-real-time-analytics-recommendations-and-a-single-source-of-truth/,0.07484126984126985,0.0,0.07484126984126985,0.40333333333333327,20.625,30.606060606060602,20.492424242424242,20.625,101,330,2.0787878787878786,3,6.875757575757576
bctech2070,https://insights.blackcoffer.com/advanced-ai-for-thermal-person-detection/,0.18283730158730158,0.0,0.18283730158730158,0.3446428571428572,23.90909090909091,28.89733840304182,21.122571724853096,23.90909090909091,76,263,2.0608365019011408,4,7.007604562737643
bctech2071,https://insights.blackcoffer.com/advanced-ai-for-road-cam-threat-detection/,0.15671768707482991,0.0,0.15671768707482991,0.3025510204081633,23.583333333333332,29.681978798586574,21.306124852767965,23.583333333333332,84,283,2.0530035335689045,3,6.943462897526501
bctech2072,https://insights.blackcoffer.com/advanced-ai-for-pedestrian-crossing-safety/,0.1370830150241915,0.0,0.1370830150241915,0.35825057295645524,23.46153846153846,28.196721311475407,20.66330390920555,23.46153846153846,86,305,2.0131147540983605,5,6.773770491803279
bctech2073,https://insights.blackcoffer.com/handgun-detection-using-yolo/,0.2226190476190476,0.0,0.2226190476190476,0.3642857142857142,23.90909090909091,31.1787072243346,22.035119253370205,23.90909090909091,82,263,2.140684410646388,4,7.281368821292776
bctech2074,https://insights.blackcoffer.com/using-graph-technology-to-create-single-customer-view/,0.06359649122807018,0.0,0.06359649122807018,0.3167293233082706,19.41176470588235,30.606060606060602,20.007130124777184,19.41176470588235,101,330,2.0939393939393938,6,6.957575757575758
bctech2075,https://insights.blackcoffer.com/car-detection-in-satellite-images/,0.1864583333333333,0.0,0.1864583333333333,0.44295634920634924,18.192307692307693,22.832980972515855,16.41011546592942,18.192307692307693,108,473,1.9069767441860466,10,6.289640591966173
bctech2076,https://insights.blackcoffer.com/building-a-physics-informed-neural-network-for-circuit-evaluation/,0.13860544217687076,0.0,0.13860544217687076,0.47947845804988665,18.214285714285715,25.882352941176475,17.638655462184875,18.214285714285715,132,510,1.9431372549019608,14,6.564705882352941
bctech2077,https://insights.blackcoffer.com/connecting-mongodb-database-to-power-bi-dashboard-dashboard-automation/,0.13806818181818184,0.0,0.13806818181818184,0.5238582251082251,23.681818181818183,24.760076775431862,19.376757982900017,23.681818181818183,129,521,1.9385796545105567,11,6.122840690978887
bctech2078,https://insights.blackcoffer.com/data-transformation/,0.03429858429858428,0.0,0.03429858429858428,0.4867760617760618,18.87878787878788,19.743178170144464,15.448786419572938,18.87878787878788,123,623,1.7784911717495988,13,5.815409309791332
bctech2079,https://insights.blackcoffer.com/e-commerce-store-analysis-purchase-behavior-ad-spend-conversion-traffic-etc/,0.16028439153439156,0.0,0.16028439153439156,0.4615740740740741,18.178571428571427,23.968565815324165,16.85885489755824,18.178571428571427,122,509,1.9548133595284873,15,6.442043222003929
bctech2080,https://insights.blackcoffer.com/kpi-dashboard-for-accountants/,0.12789606227106226,0.0,0.12789606227106226,0.4458791208791209,28.0,21.875,19.950000000000003,28.0,98,448,1.8950892857142858,8,6.448660714285714
bctech2081,https://insights.blackcoffer.com/return-on-advertising-spend-dashboard-marketing-automation-and-analytics-using-etl-and-dashboard/,0.15913478413478413,0.0,0.15913478413478413,0.4260676260676261,21.05,27.672209026128264,19.48888361045131,21.05,233,842,1.9548693586698338,7,6.4263657957244655
bctech2082,https://insights.blackcoffer.com/ranking-customer-behaviours-for-business-strategy/,0.04828431372549019,0.0,0.04828431372549019,0.5599789915966387,40.8,19.852941176470587,24.261176470588236,40.8,81,408,1.8186274509803921,4,6.171568627450981
bctech2083,https://insights.blackcoffer.com/algorithmic-trading-for-multiple-commodities-markets-like-forex-metals-energy-etc/,0.0969527867965368,0.0,0.0969527867965368,0.3433779761904761,24.95,22.645290581162325,19.03811623246493,24.95,113,499,1.8757515030060121,2,6.284569138276553
bctech2084,https://insights.blackcoffer.com/trading-bot-for-forex/,0.12673160173160172,0.0,0.12673160173160172,0.43051948051948047,41.0,27.64227642276423,27.45691056910569,41.0,68,246,2.0365853658536586,3,6.873983739837398
bctech2085,https://insights.blackcoffer.com/python-model-for-the-analysis-of-sector-specific-stock-etfs-for-investment-purposes%ef%bf%bc/,0.17519550342130985,0.0,0.17519550342130985,0.39944840106130425,23.761904761904763,20.841683366733466,17.84143525145529,23.761904761904763,104,499,1.8356713426853708,6,5.967935871743487
bctech2086,https://insights.blackcoffer.com/medical-classification/,0.05380952380952381,0.0,0.05380952380952381,0.2904081632653061,25.5,26.225490196078432,20.690196078431374,25.5,107,408,1.9852941176470589,7,6.5245098039215685
bctech2087,https://insights.blackcoffer.com/design-develop-bert-question-answering-model-explanations-with-visualization/,0.16309523809523807,0.0,0.16309523809523807,0.3941558441558442,34.625,29.602888086642597,25.69115523465704,34.625,82,277,2.108303249097473,4,7.090252707581228
bctech2088,https://insights.blackcoffer.com/design-and-develop-solution-to-anomaly-detection-classification-problems/,0.09966931216931216,0.0,0.09966931216931216,0.44087301587301586,25.076923076923077,28.834355828220858,21.564511562057575,25.076923076923077,94,326,2.076687116564417,6,6.8128834355828225
bctech2089,https://insights.blackcoffer.com/an-etl-solution-for-currency-data-to-google-big-query/,0.06061242678889737,0.0,0.06061242678889737,0.2641329258976318,24.235294117647058,20.87378640776699,18.04363221016562,24.235294117647058,86,412,1.8398058252427185,12,6.094660194174757
bctech2090,https://insights.blackcoffer.com/etl-and-mlops-infrastructure-for-blockchain-analytics/,0.10966386554621849,0.0,0.10966386554621849,0.3333333333333333,21.285714285714285,23.937360178970916,18.08922978587408,21.285714285714285,107,447,1.9149888143176734,1,6.505592841163311
bctech2091,https://insights.blackcoffer.com/an-agent-based-model-of-a-virtual-power-plant-vpp/,0.0794047619047619,0.0,0.0794047619047619,0.37357142857142855,24.3,27.983539094650205,20.913415637860084,24.3,68,243,2.0864197530864197,1,7.111111111111111
bctech2092,https://insights.blackcoffer.com/transform-api-into-sdk-library-and-widget/,0.14689153439153438,0.0,0.14689153439153438,0.40615079365079354,31.272727272727273,26.16279069767442,22.974207188160676,31.272727272727273,90,344,1.997093023255814,1,6.755813953488372
bctech2093,https://insights.blackcoffer.com/integration-of-a-product-to-a-cloud-based-crm-platform/,0.09669913419913417,0.0,0.09669913419913417,0.3610930735930735,18.434782608695652,26.650943396226417,18.03429040196883,18.434782608695652,113,424,1.9245283018867925,3,6.558962264150943
bctech2094,https://insights.blackcoffer.com/a-web-based-dashboard-for-the-filtered-data-retrieval-of-land-records/,0.1381780917495203,0.0,0.1381780917495203,0.40414268271411136,24.555555555555557,26.018099547511316,20.22946204122675,24.555555555555557,115,442,1.9298642533936652,2,6.427601809954751
bctech2095,https://insights.blackcoffer.com/integration-of-video-conferencing-data-to-the-existing-web-app/,0.07218614718614719,0.0,0.07218614718614719,0.34870129870129873,24.6,25.745257452574528,20.138102981029814,24.6,95,369,2.013550135501355,2,6.70189701897019
bctech2096,https://insights.blackcoffer.com/design-develop-an-app-in-retool-which-shows-the-progress-of-the-added-video/,0.0794047619047619,0.0,0.0794047619047619,0.3335714285714286,44.166666666666664,28.30188679245283,28.9874213836478,44.166666666666664,75,265,2.0113207547169814,2,6.618867924528302
bctech2097,https://insights.blackcoffer.com/auvik-connectwise-integration-in-grafana/,0.1495421245421245,0.0,0.1495421245421245,0.38992673992673993,22.733333333333334,28.152492668621704,20.35433040078202,22.733333333333334,96,341,2.0527859237536656,1,6.788856304985337
bctech2098,https://insights.blackcoffer.com/data-integration-and-big-data-performance-using-elk-stack/,0.12875541125541123,0.0,0.12875541125541123,0.41057359307359304,22.055555555555557,25.94458438287154,19.20005597537084,22.055555555555557,103,397,2.0579345088161207,4,6.793450881612091
bctech2099,https://insights.blackcoffer.com/web-data-connector/,0.0782594856124268,0.0,0.0782594856124268,0.3071193512369983,21.4375,25.94752186588921,18.954008746355687,21.4375,89,343,2.011661807580175,2,6.615160349854228
bctech2100,https://insights.blackcoffer.com/an-app-for-updating-the-email-id-of-the-user-and-stripe-refund-tool-using-retool/,0.18126566416040102,0.0,0.18126566416040102,0.43959899749373427,52.333333333333336,25.159235668789808,30.99702760084926,52.333333333333336,79,314,1.89171974522293,2,6.350318471337579
bctech2101,https://insights.blackcoffer.com/an-ai-ml-based-web-application-that-detects-the-correctness-of-text-in-a-given-video/,0.0,0.12706349206349205,-0.12706349206349205,0.5357142857142857,38.0,22.63157894736842,24.252631578947373,38.0,86,380,1.8342105263157895,2,6.173684210526316
bctech2102,https://insights.blackcoffer.com/website-tracking-and-insights-using-google-analytics-google-tag-manager/,0.1247874149659864,0.0,0.1247874149659864,0.3939625850340137,25.216216216216218,22.508038585209004,19.08970192057009,25.216216216216218,210,933,1.804930332261522,5,5.876741693461951
bctech2103,https://insights.blackcoffer.com/dashboard-to-track-the-analytics-of-the-website-using-google-analytics-and-google-tag-manager/,0.12437449556093626,0.0,0.12437449556093626,0.480540758676352,23.634146341463413,20.639834881320947,17.709592489113742,23.634146341463413,200,969,1.78328173374613,3,5.847265221878225
bctech2104,https://insights.blackcoffer.com/power-bi-dashboard-on-operations-transactions-and-marketing-embedding-the-dashboard-to-web-app/,0.08822751322751322,0.0,0.08822751322751322,0.47063492063492063,32.142857142857146,32.0,25.65714285714286,32.142857142857146,72,225,2.128888888888889,1,7.164444444444444
bctech2105,https://insights.blackcoffer.com/nft-data-automation-looksrare-and-etl-tool/,0.06876417233560089,0.0,0.06876417233560089,0.29425257282400136,22.65,22.29580573951435,17.97832229580574,22.65,101,453,1.814569536423841,5,5.880794701986755
bctech2106,https://insights.blackcoffer.com/optimize-the-data-scraper-program-to-easily-accommodate-large-files-and-solve-oom-errors/,0.13361678004535146,0.0,0.13361678004535146,0.3631519274376417,27.75,26.726726726726728,21.790690690690692,27.75,89,333,1.9639639639639639,4,6.4774774774774775
bctech2107,https://insights.blackcoffer.com/making-a-robust-way-to-sync-data-from-airtables-to-mongodb-using-python-etl-solution/,0.05040432900432901,0.0,0.05040432900432901,0.3592588744588745,23.0,20.434782608695652,17.373913043478264,23.0,94,460,1.7891304347826087,3,5.886956521739131
bctech2108,https://insights.blackcoffer.com/incident-duration-prediction-infrastructure-and-real-estate/,0.09923115079365079,0.0,0.09923115079365079,0.3867311507936508,26.857142857142858,26.861702127659576,21.487537993920974,26.857142857142858,101,376,1.9574468085106382,5,6.473404255319149
bctech2109,https://insights.blackcoffer.com/statistical-data-analysis-of-reinforced-concrete/,0.12563025210084033,0.0,0.12563025210084033,0.40329131652661065,27.833333333333332,26.94610778443114,21.91177644710579,27.833333333333332,135,501,1.9720558882235528,6,6.397205588822355
bctech2110,https://insights.blackcoffer.com/database-normalization-segmentation-with-google-data-studio-dashboard-insights/,0.149120082815735,0.0,0.149120082815735,0.45486542443064176,18.94736842105263,27.22222222222222,18.46783625730994,18.94736842105263,98,360,2.0444444444444443,10,6.527777777777778
bctech2111,https://insights.blackcoffer.com/power-bi-dashboard-to-drive-insights-from-complex-data-to-generate-business-insights/,0.1042321713374345,0.0,0.1042321713374345,0.3933470038733196,23.35,22.91220556745182,18.50488222698073,23.35,107,467,1.8650963597430408,10,5.895074946466809
bctech2112,https://insights.blackcoffer.com/real-time-dashboard-to-monitor-infrastructure-activity-and-machines/,0.031572420634920634,0.0,0.031572420634920634,0.37653769841269835,30.77777777777778,29.96389891696751,24.296670677898117,30.77777777777778,83,277,2.072202166064982,3,6.805054151624549
bctech2113,https://insights.blackcoffer.com/electric-vehicles-ev-load-management-system-to-forecast-energy-demand/,0.06044973544973545,0.0,0.06044973544973545,0.3873015873015873,25.75,27.427184466019416,21.270873786407765,25.75,113,412,1.9975728155339805,8,6.45873786407767
bctech2114,https://insights.blackcoffer.com/power-bi-data-driven-map-dashboard/,0.09925595238095238,0.0,0.09925595238095238,0.4044642857142857,39.0,32.30769230769231,28.523076923076925,39.0,63,195,2.1538461538461537,2,7.297435897435897
